phi,kappa_naive,kappa_cond,kappa_theory,cri_naive,cri_naive_se,cri_cond,cri_cond_se,cri_naive_theory
0.0,1.0206406144129445,1.0227252188678826,1.0,0.5033937803546598,0.004650335957492614,0.5046720830573025,0.004578462920431079,0.5
0.2,1.0662296287994428,0.9833113641160176,1.0833333333333335,0.5099300244398963,0.0050504678534723695,0.498966306649707,0.004500224285588745,0.5127357931997549
0.4,1.4460156951621244,1.0266826680317358,1.3809523809523812,0.5566311087060742,0.006181092507046825,0.5018073788157715,0.004477536844469083,0.5511494234519216
0.6,2.0325045743043377,0.9866579474269742,2.1249999999999996,0.6092639504304691,0.00738026694456271,0.4933903319019038,0.005082330083363455,0.6172233112449612
0.8,4.695116607295358,1.0195087190748113,4.555555555555557,0.7258886501269518,0.008077034757187943,0.5065130572097558,0.004616264694634036,0.7210656638864291
0.9,9.46580066920893,0.9526625227317524,9.526315789473687,0.7926713395212606,0.008151988290009645,0.4929187008261802,0.004391648978870149,0.8005329523149046
0.95,19.114537409021796,1.0007720113942178,19.512820512820504,0.8732315303919658,0.00682233884397862,0.501401245697204,0.004821417686991027,0.8582702891585782
